HOG	OG	Gene Tree Parent Clade	Scerevisiae	Ndairenensis	Smikatae	Skudriavzevii	Tblattae	Suvarum	Tphaffii	Tdelbrueckii	Zrouxii	Vpolyspora	Ecymbalariae	Cglabrata	Kafricana	Egossypii	Knaganishii	Klactis	Lthermotolerans	Lkluyveri	Ncastellii	Lwaltii
N0.HOG0000080	OG0000015	n66		NDAI0I02500			TBLA0H00730															
N0.HOG0000081	OG0000016	n1	YDL080C	NDAI0E01700	Smik_4.156	Skud_4.175	TBLA0B08820	Suva_4.167	TPHA0G02620	TDEL0G03210	ZYRO0A08426g		Ecym_6055	CAGL0L06842g	KAFR0F02990	ADR254W	KNAG0A05900	KLLA0F16962g	KLTH0E09702g	SAKL0E04972g	NCAS0A04000	Kwal_47.17878
N0.HOG0000082	OG0000016	n20				Skud_7.383														SAKL0D00220g		
N0.HOG0000083	OG0000016	n22	YGR087C, YLR044C, YLR134W	NDAI0A02510, NDAI0D03270, NDAI0A01400, NDAI0C03110	Smik_12.106, Smik_12.197	Skud_12.110, Skud_12.203	TBLA0D02840, TBLA0B07520, TBLA0B10060, TBLA0E03070	Suva_7.369, Suva_10.128, Suva_10.227	TPHA0H00950, TPHA0Q00120	TDEL0E05080	ZYRO0F01606g	Kpol_1010.48	Ecym_2479	CAGL0M07920g	KAFR0E01520, KAFR0E02020	AAL073W, ACL134C	KNAG0M01250, KNAG0J01330, KNAG0J01340	KLLA0E16303g	KLTH0D08272g, KLTH0B01188g	SAKL0G14894g, SAKL0G10164g	NCAS0A14630, NCAS0A14240, NCAS0D01660	Kwal_33.15540
N0.HOG0000084	OG0000016	n62											Ecym_3185	CAGL0G02937g						SAKL0F04334g		
N0.HOG0000085	OG0000017	n1	YOL086C, YMR303C, YBR145W	NDAI0A06930	Smik_15.71, Smik_13.520, Smik_2.284	Skud_15.68, Skud_13.477, Skud_2.272	TBLA0E03440, TBLA0E03430	Suva_15.81, Suva_13.494, Suva_4.394	TPHA0M00730	TDEL0F03190, TDEL0D05050	ZYRO0C12562g, ZYRO0B05940g	Kpol_1036.19	Ecym_5331	CAGL0I07843g	KAFR0L02010, KAFR0L02000, KAFR0G01420	AAR084W, AER032W	KNAG0K02000	KLLA0F21010g, KLLA0F18260g	KLTH0G15686g, KLTH0E05588g, KLTH0A00418g	SAKL0C10164g, SAKL0F06270g	NCAS0I01720, NCAS0I02350	Kwal_56.23198
N0.HOG0000086	OG0000017	n40																KLLA0B09064g		SAKL0B08184g		
N0.HOG0000087	OG0000017	n41	YMR083W	NDAI0H02160	Smik_13.266	Skud_13.240	TBLA0I01140	Suva_13.261	TPHA0G03210			Kpol_431.8			KAFR0A00790		KNAG0E02590				NCAS0A07780	
N0.HOG0000088	OG0000017	n53								TDEL0A02560	ZYRO0G03388g		Ecym_7391	CAGL0J01441g		ABL033C		KLLA0F13530g	KLTH0D05588g	SAKL0E02838g		Kwal_26.7799
N0.HOG0000089	OG0000017	n61									ZYRO0G03410g									SAKL0H00374g		
N0.HOG0000090	OG0000018	n1	YLR266C	NDAI0I02190	Smik_12.341	Skud_12.346	TBLA0C06230	Suva_10.364	TPHA0F02540	TDEL0G04100	ZYRO0D14058g	Kpol_1042.6			KAFR0B00100, KAFR0B07080		KNAG0F02830		KLTH0C10098g, KLTH0A03498g	SAKL0A08250g	NCAS0D02720	Kwal_47.18089
N0.HOG0000091	OG0000018	n19									ZYRO0D14080g											
N0.HOG0000092	OG0000018	n45											Ecym_2522			AGL233C			KLTH0A07260g	SAKL0A00704g		Kwal_23.6425
N0.HOG0000093	OG0000018	n21			Smik_18.8					TDEL0A02690												
N0.HOG0000094	OG0000018	n22	YOR162C, YOR172W	NDAI0K02840	Smik_15.342, Smik_15.350	Skud_15.326, Skud_15.334	TBLA0G00520, TBLA0G00510, TBLA0G00490	Suva_8.216, Suva_8.225	TPHA0F02550	TDEL0G04090		Kpol_1042.7		CAGL0L04400g, CAGL0L04576g	KAFR0G02520, KAFR0G02540		KNAG0M01040, KNAG0A02290, KNAG0A02300				NCAS0D04860, NCAS0F00310	
N0.HOG0000095	OG0000018	n52	YKL222C		Smik_18.3	Skud_16.500		Suva_15.2														
N0.HOG0000096	OG0000018	n55			Smik_17.27			Suva_15.3			ZYRO0A13596g							KLLA0B05379g, KLLA0D10153g				
N0.HOG0000097	OG0000019	n1	YDR483W	NDAI0C05280	Smik_4.760	Skud_4.757	TBLA0A00470, TBLA0A00480	Suva_2.657	TPHA0C01640	TDEL0B01320	ZYRO0F08602g	Kpol_154.1	Ecym_2558	CAGL0H07403g	KAFR0E02970	AGL267C	KNAG0A03960	KLLA0B09988g	KLTH0E11726g	SAKL0H10956g	NCAS0B02410	Kwal_27.11883
N0.HOG0000098	OG0000019	n22	YOR099W	NDAI0B04160	Smik_15.279	Skud_15.264	TBLA0B01440, TBLA0C00180	Suva_8.153	TPHA0F01640, TPHA0F01650, TPHA0P00990	TDEL0F01390	ZYRO0E01980g	Kpol_1020.51, Kpol_1020.52, Kpol_1029.11	Ecym_5352	CAGL0B04565g	KAFR0J01950	Agos_YGOB_Anc_2.185	KNAG0H03360	KLLA0C13453g	KLTH0G07942g	SAKL0E10164g	NCAS0B06830	Kwal_23.2915
N0.HOG0000099	OG0000019	n46	YPL053C	NDAI0A08900	Smik_16.183	Skud_16.229	TBLA0B01770, TBLA0H03370, TBLA0B04730	Suva_16.261	TPHA0L01400			Kpol_513.1		CAGL0M07381g	KAFR0A01130	ADR048W						
N0.HOG0000100	OG0000020	n1	YIR013C, YLR013W		Smik_16.268, Smik_9.213, Smik_12.76	Skud_16.312, Skud_9.191, Skud_12.81	TBLA0A07280	Suva_16.354, Suva_9.224, Suva_10.93	TPHA0O01160	TDEL0G03430	ZYRO0E01738g	Kpol_385.3	Ecym_3059	CAGL0D03608g	KAFR0I01960	AAR174W	KNAG0H02780	KLLA0F09757g	KLTH0H06314g		NCAS0D01260	Kwal_14.1746
N0.HOG0000101	OG0000020	n26															KNAG0F03415, KNAG0M01120, KNAG0M01200, KNAG0A05940					
N0.HOG0000102	OG0000020	n30	YMR136W	NDAI0H01740, NDAI0H01910	Smik_13.335	Skud_13.297	TBLA0B08790	Suva_13.316	TPHA0G02640			Kpol_1046.6		CAGL0L06776g, CAGL0I00902g	KAFR0F02680, KAFR0B05930, KAFR0B05130		KNAG0E02120				NCAS0C04570, NCAS0G03520	
N0.HOG0000103	OG0000020	n46		NDAI0H02900					TPHA0G02130	TDEL0G03270	ZYRO0A08536g	Kpol_1041.26	Ecym_6060			ADR249W		KLLA0F17116g	KLTH0E09548g	SAKL0A06842g, SAKL0E04862g		Kwal_47.17849
N0.HOG0000104	OG0000021	n31					TBLA0B06660		TPHA0B03230	TDEL0H01230			Ecym_5229		KAFR0A03340	ADR322W	KNAG0C01380	KLLA0E14939g	KLTH0F06358g	SAKL0C07194g		Kwal_33.14150
N0.HOG0000105	OG0000021	n2	YIL123W, YNL066W	NDAI0B03790, NDAI0D01000	Smik_9.46, Smik_14.261	Skud_9.45, Skud_14.266	TBLA0G02570, TBLA0E03780	Suva_9.68, Suva_14.275	TPHA0F01310	TDEL0C04560	ZYRO0A01430g	Kpol_1003.9	Ecym_5399	CAGL0G08668g, CAGL0J09922g	KAFR0J01640	AER372C	KNAG0E01810	KLLA0F04433g	KLTH0G09306g	SAKL0E08822g	NCAS0B06500, NCAS0G02970	Kwal_23.4800
N0.HOG0000106	OG0000021	n29							TPHA0C03090						KAFR0D02770		KNAG0B01580					
N0.HOG0000107	OG0000021	n43	YJL116C	NDAI0G06060	Smik_10.117	Skud_10.98		Suva_6.197				Kpol_448.3		CAGL0L05434g							NCAS0A09660	
N0.HOG0000108	OG0000021	n50	YKR042W	NDAI0B05240	Smik_11.305	Skud_11.279		Suva_11.277			ZYRO0D03674g			CAGL0L03289g							NCAS0B07910	
N0.HOG0000109	OG0000022	n0		NDAI0A01430, NDAI0B00750	Smik_5.284, Smik_45.1, Smik_13.225	Skud_12.299, Skud_82.1	TBLA0E02365	Suva_10.195, Suva_10.196, Suva_10.194	TPHA0I03315, TPHA0G00155	TDEL0H00120, TDEL0H00110		Kpol_1066.33, Kpol_1066.34			KAFR0K02290, KAFR0K02295				KLTH0B04686g		NCAS0E00690, NCAS0A05800	Kwal_14.771, Kwal_34.16311, Kwal_23.3717, Kwal_2.426, Kwal_12.672, Kwal_14.769, Kwal_27.12442, Kwal_9.621, Kwal_39.16413, Kwal_33.15087, Kwal_50.19415, Kwal_20.2719, Kwal_54.19476, Kwal_27.11216, Kwal_14.773, Kwal_23.3719, Kwal_47.17030, Kwal_33.15086, Kwal_39.16415, Kwal_27.11215, Kwal_47.19348, Kwal_47.17664, Kwal_13.689, Kwal_13.685, Kwal_34.16313, Kwal_2.432, Kwal_9.622, Kwal_12.670, Kwal_1.414, Kwal_55.19796, Kwal_55.19868, Kwal_2.430, Kwal_33.14867, Kwal_13.687, Kwal_47.17294
N0.HOG0000110	OG0000023	n0	YMR158C-A		Smik_6.267, Smik_11.69, Smik_16.391, Smik_13.110, Smik_8.39, Smik_6.379, Smik_13.462, Smik_4.211, Smik_3.130, Smik_5.42, Smik_2.164, Smik_7.39, Smik_11.121, Smik_6.106, Smik_10.391, Smik_3.112, Smik_6.381, Smik_16.430, Smik_10.205, Smik_16.121, Smik_9.105, Smik_12.350, Smik_10.201, Smik_16.314, Smik_13.259, Smik_9.74, Smik_13.173, Smik_11.288, Smik_5.86, Smik_4.351, Smik_13.73, Smik_5.292, Smik_6.245, Smik_15.109, Smik_10.123, Smik_15.179, Smik_12.420, Smik_12.521, Smik_6.465, Smik_7.62, Smik_12.509, Smik_7.243, Smik_40.2, Smik_4.511, Smik_16.116, Smik_6.310, Smik_15.359, Smik_13.497, Smik_3.90, Smik_4.486, Smik_10.70, Smik_11.35, Smik_13.191, Smik_7.185, Smik_13.220, Smik_13.308																	
N0.HOG0000111	OG0000024	n0	YOR153W, YDR406W, YOR328W	NDAI0C01220, NDAI0A04200	Smik_15.333, Smik_4.678, Smik_15.508	Skud_15.317, Skud_4.680, Skud_4.681, Skud_15.495	TBLA0D01820, TBLA0D01780, TBLA0A02440	Suva_8.204, Suva_2.583, Suva_8.379	TPHA0D04700, TPHA0P01850	TDEL0A03640	ZYRO0D17710g, ZYRO0D11836g, ZYRO0D11858g, ZYRO0D11880g	Kpol_218.5, Kpol_364.12	Ecym_3605, Ecym_8014	CAGL0M01760g, CAGL0F02717g	KAFR0C05220, KAFR0C05210, KAFR0E03480, KAFR0E03460, KAFR0E03450, KAFR0E03440	AGL142C, ABR126W	KNAG0B03870, KNAG0C04500	KLLA0D03476g, KLLA0F21692g	KLTH0E17138g, KLTH0G19448g	SAKL0C11704g, SAKL0C06996g, SAKL0G08008g	NCAS0H02420, NCAS0A12060, NCAS0F00410	Kwal_26.6702, Kwal_27.12821, Kwal_27.9666, Kwal_26.6710, Kwal_27.12817
N0.HOG0000112	OG0000025	n0				Skud_7.310, Skud_12.295, Skud_5.132, Skud_10.18, Skud_61.1, Skud_10.53, Skud_4.609, Skud_11.100, Skud_16.21, Skud_7.433, Skud_16.411, Skud_16.428, Skud_6.98, Skud_5.324, Skud_4.431, Skud_7.183, Skud_5.273, Skud_7.429, Skud_4.346, Skud_13.111, Skud_2.94, Skud_16.358, Skud_16.394, Skud_16.453, Skud_5.114, Skud_3.82, Skud_7.455, Skud_2.159, Skud_16.223, Skud_7.386, Skud_41.4, Skud_6.97, Skud_16.101, Skud_5.10, Skud_4.434, Skud_7.406, Skud_7.318, Skud_12.183		Suva_12.22, Suva_16.272, Suva_8.394, Suva_14.58, Suva_8.4, Suva_13.285, Suva_15.55, Suva_2.726, Suva_6.189, Suva_3.127, Suva_10.325, Suva_21.2, Suva_8.232, Suva_6.71, Suva_5.311, Suva_15.195, Suva_16.530, Suva_10.442														
N0.HOG0000113	OG0000026	n0					TBLA0A10760, TBLA0A10740					Kpol_1045.8, Kpol_1018.191, Kpol_1058.6							KLTH0C11924g			Kwal_37.16350, Kwal_55.19502, Kwal_29.12878, Kwal_22.2754, Kwal_44.16506, Kwal_55.19510, Kwal_55.22209, Kwal_47.16813, Kwal_47.16822, Kwal_27.12856, Kwal_22.2763, Kwal_40.16460, Kwal_22.2758, Kwal_47.16802, Kwal_40.16444, Kwal_47.16796, Kwal_40.16456, Kwal_47.16805, Kwal_40.16440, Kwal_27.12855, Kwal_40.16449, Kwal_47.16809, Kwal_47.16818, Kwal_40.16443, Kwal_40.16448, Kwal_5.492, Kwal_57.24873, Kwal_45.16513, Kwal_44.16501, Kwal_57.24876, Kwal_38.16383, Kwal_45.16510, Kwal_10.628, Kwal_54.19494, Kwal_11.640, Kwal_18.2697, Kwal_55.19506, Kwal_56.22277, Kwal_29.12875, Kwal_18.2699, Kwal_56.22278, Kwal_27.12860, Kwal_11.643, Kwal_45.16514, Kwal_47.16820, Kwal_38.16371, Kwal_60.24937, Kwal_54.19484
N0.HOG0000114	OG0000027	n0	YER056C, YER060W-A, YER060W		Smik_5.184, Smik_5.185, Smik_5.191, Smik_5.190	Skud_5.169, Skud_5.175, Skud_5.174		Suva_5.170, Suva_5.169														
N0.HOG0000115	OG0000027	n13		NDAI0E04330, NDAI0A02570			TBLA0D04100		TPHA0K00900, TPHA0C01110	TDEL0H02080	ZYRO0D16874g	Kpol_1009.27, Kpol_1033.10	Ecym_4335	CAGL0L00671g, CAGL0C00231g		ADL074W	KNAG0D01640	KLLA0C08283g	KLTH0D00264g, KLTH0A04290g	SAKL0F08624g	NCAS0A13470	Kwal_34.15730, Kwal_23.5819
N0.HOG0000116	OG0000027	n33												CAGL0J02948g								
N0.HOG0000117	OG0000027	n35		NDAI0E04780																	NCAS0E03170, NCAS0E03160, NCAS0E03200	
N0.HOG0000118	OG0000027	n39					TBLA0C04620, TBLA0B04820		TPHA0J00840			Kpol_1066.48										
N0.HOG0000119	OG0000027	n48		NDAI0E04320											KAFR0L00840		KNAG0L01430				NCAS0E03180, NCAS0E03260	
N0.HOG0000120	OG0000027	n44													KAFR0L00830, KAFR0L00890		KNAG0L01420, KNAG0L01490					
N0.HOG0000121	OG0000027	n47									ZYRO0C08140g						KNAG0L01480					
N0.HOG0000122	OG0000028	n1	YMR088C	NDAI0H02200	Smik_13.272	Skud_13.244		Suva_13.265	TPHA0G03150	TDEL0A02490	ZYRO0G03234g	Kpol_467.24	Ecym_7399	CAGL0J01375g		ABL040W	KNAG0E02560	KLLA0F13684g	KLTH0D05434g	SAKL0E02992g	NCAS0A07810	Kwal_26.7755
N0.HOG0000123	OG0000028	n19									ZYRO0G21890g, ZYRO0G21868g								KLTH0H05456g			Kwal_14.1585
N0.HOG0000124	OG0000028	n23	YDR119W	NDAI0J01280	Smik_4.363	Skud_4.379		Suva_2.279					Ecym_4298		KAFR0B05450	AGR076C						
N0.HOG0000125	OG0000028	n41																KLLA0F17776g		SAKL0E04246g, SAKL0C02178g		
N0.HOG0000126	OG0000028	n43	YBR293W		Smik_2.434	Skud_2.423		Suva_4.553		TDEL0G05000, TDEL0C00120	ZYRO0A00330g								KLTH0E16720g	SAKL0A07480g		Kwal_26.6697
N0.HOG0000127	OG0000028	n31					TBLA0F03040		TPHA0A01750	TDEL0F03990	ZYRO0C01430g	Kpol_543.44						KLLA0A04631g	KLTH0G13464g	SAKL0H16808g		Kwal_56.23754
N0.HOG0000128	OG0000029	n1	YBL075C, YER103W	NDAI0A01600, NDAI0E04150	Smik_2.43, Smik_5.249	Skud_2.32, Skud_5.228	TBLA0D00580	Suva_2.44, Suva_5.223, Suva_5.222	TPHA0E00830	TDEL0C01500	ZYRO0B03476g	Kpol_1045.36, Kpol_1018.97	Ecym_4678	CAGL0G03289g	KAFR0K01860	AER187W	KNAG0C03530	KLLA0E20527g	KLTH0C06556g	SAKL0F12606g	NCAS0E02580	Kwal_27.10817
N0.HOG0000129	OG0000029	n28								TDEL0F01620			Ecym_6208			AFR114W		KLLA0D04224g	KLTH0H08448g	SAKL0H20020g		Kwal_14.2130
N0.HOG0000130	OG0000029	n31	YAL005C, YLL024C	NDAI0H00350	Smik_1.63, Smik_12.40	Skud_1.58, Skud_12.44	TBLA0E01600		TPHA0K02090		ZYRO0B00836g	Kpol_1054.19, Kpol_1041.2		CAGL0G03795g	KAFR0I01380		KNAG0J02800				NCAS0C05760	
N0.HOG0000131	OG0000030	n0											Ecym_4251			AGL192W						
N0.HOG0000132	OG0000030	n3								TDEL0F04450	ZYRO0F10230g, ZYRO0G02904g, ZYRO0F10252g, ZYRO0E02266g, ZYRO0F10296g, ZYRO0F10274g, ZYRO0F10318g						KNAG0I01200		KLTH0F06754g			Kwal_33.14239
N0.HOG0000133	OG0000030	n13	YLR120C, YDR144C, YLR121C	NDAI0J01030, NDAI0G02620	Smik_12.186, Smik_4.388, Smik_12.187	Skud_12.192, Skud_4.403, Skud_12.193	TBLA0A03910, TBLA0D00140, TBLA0E02630, TBLA0H01290	Suva_10.211, Suva_2.305, Suva_10.212	TPHA0C00840, TPHA0A01580			Kpol_543.61		CAGL0M04191g	KAFR0B05710, KAFR0I01700, KAFR0B06530, KAFR0H02300, KAFR0B06700, KAFR0E03940		KNAG0I00900, KNAG0E03220, KNAG0I00910, KNAG0G02410	KLLA0E04049g	KLTH0G12386g	SAKL0H15664g	NCAS0B03560, NCAS0C03300	Kwal_56.23902, Kwal_26.7254
N0.HOG0000134	OG0000031	n0	YOL119C, YOR306C	NDAI0E00580	Smik_15.34, Smik_15.488	Skud_15.34, Skud_15.474	TBLA0A01270, TBLA0D00760, TBLA0D00770, TBLA0A10540	Suva_15.41, Suva_8.358	TPHA0J01680	TDEL0E00630	ZYRO0C02486g, ZYRO0C02464g	Kpol_461.15, Kpol_1045.3, Kpol_1010.7	Ecym_2054, Ecym_4357	CAGL0E02035g, CAGL0I09702g, CAGL0I09724g	KAFR0C01650, KAFR0F02880, KAFR0C00100, KAFR0D01550	ADL156C, ADL155C, ADL095W	KNAG0A01410, KNAG0G03160	KLLA0A07249g, KLLA0F08525g, KLLA0F03168g	KLTH0D00396g, KLTH0A01166g, KLTH0E13508g, KLTH0E04400g	SAKL0F00330g, SAKL0C12540g, SAKL0B12738g, SAKL0H09042g, SAKL0B05676g, SAKL0F07700g	NCAS0B00840	Kwal_27.12804, Kwal_23.5320, Kwal_55.20344
N0.HOG0000135	OG0000032	n1	YHR032W	NDAI0D01590	Smik_8.99	Skud_8.88	TBLA0A10400	Suva_15.218	TPHA0E02260	TDEL0E03500	ZYRO0G16126g	Kpol_1051.21		CAGL0J00495g	KAFR0J00540	AER234W	KNAG0B04960	KLLA0F21802g	KLTH0G06930g	SAKL0G10934g	NCAS0A06650	Kwal_23.5586
N0.HOG0000136	OG0000032	n20								TDEL0G04870	ZYRO0A03102g							KLLA0F04279g	KLTH0C07524g	SAKL0D03630g		Kwal_56.23052
N0.HOG0000137	OG0000032	n26	YDR338C	NDAI0C04540	Smik_4.598	Skud_4.605	TBLA0H01770	Suva_2.508	TPHA0H01560	TDEL0E02360	ZYRO0A06798g	Kpol_365.9		CAGL0M01078g	KAFR0D04290	AEL099W	KNAG0C05280	KLLA0A06952g	KLTH0E02926g	SAKL0G07832g	NCAS0F03080	Kwal_55.20096
N0.HOG0000138	OG0000032	n44											Ecym_3195			AAL063C		KLLA0C10340g		SAKL0G09900g		Kwal_55.20099, Kwal_47.18178
N0.HOG0000139	OG0000033	n1	YDL066W	NDAI0D04360	Smik_4.169	Skud_4.189	TBLA0A08010	Suva_4.184	TPHA0B02210	TDEL0E01160	ZYRO0B12496g	Kpol_1055.78	Ecym_3265	CAGL0D00770g	KAFR0G03260	AER061C	KNAG0D04410	KLLA0B03355g	KLTH0D14476g	SAKL0H02860g	NCAS0A02510	Kwal_23.4210
N0.HOG0000140	OG0000033	n21	YNL009W	NDAI0G00850	Smik_14.319	Skud_14.318		Suva_14.339							KAFR0H03160						NCAS0G03620	
N0.HOG0000141	OG0000033	n28												CAGL0H03663g			KNAG0H01670					
N0.HOG0000142	OG0000033	n29	YLR174W	NDAI0G05160	Smik_12.235	Skud_12.239	TBLA0C01290	Suva_10.271	TPHA0B03660	TDEL0B06100	ZYRO0E05016g	Kpol_1048.70	Ecym_1306	CAGL0B04917g	KAFR0I02130	AAL022W	KNAG0I01320	KLLA0F12342g	KLTH0H12012g	SAKL0D08426g	NCAS0A08720	Kwal_0.191
N0.HOG0000143	OG0000034	n1	YLL051C	NDAI0D05000	Smik_12.8	Skud_12.19		Suva_10.20	TPHA0B00200	TDEL0F02940	ZYRO0G07392g	Kpol_1000.9		CAGL0C03333g	KAFR0C00190		KNAG0E04240				NCAS0A03020	
N0.HOG0000144	OG0000034	n34	YKL220C, YOR381W, YNR060W		Smik_15.562, Smik_5.8, Smik_14.394	Skud_15.547, Skud_14.396		Suva_8.437, Suva_12.256, Suva_14.419		TDEL0D06600												Kwal_23.6559, Kwal_14.747, Kwal_47.16603
N0.HOG0000145	OG0000034	n30	YOR384W			Skud_15.551		Suva_8.443										KLLA0C04906g	KLTH0E16676g			
N0.HOG0000146	OG0000034	n16								TDEL0B03230	ZYRO0A01078g, ZYRO0F09086g		Ecym_7183			ABR154C		KLLA0E05897g	KLTH0C01056g, KLTH0E01540g	SAKL0F14740g, SAKL0F14762g, SAKL0F14784g, SAKL0F14718g		Kwal_55.19832
N0.HOG0000147	OG0000034	n28											Ecym_4779			AGR328C		KLLA0E14477g				
N0.HOG0000148	OG0000035	n0								TDEL0C06010								KLLA0F19360g				
N0.HOG0000149	OG0000035	n3	YPL088W		Smik_16.149	Skud_16.195		Suva_16.224						CAGL0E05192g, CAGL0E05214g, CAGL0E05236g					KLTH0A08052g	SAKL0H09438g, SAKL0E00286g		
N0.HOG0000150	OG0000035	n47			Smik_3.208	Skud_3.179																
N0.HOG0000151	OG0000035	n12															KNAG0L01270, KNAG0L01560					
N0.HOG0000152	OG0000035	n40		NDAI0J00730, NDAI0C01480, NDAI0G04890																	NCAS0C01990, NCAS0C02450, NCAS0I02160	
N0.HOG0000153	OG0000035	n15									ZYRO0A00286g, ZYRO0D02816g, ZYRO0F04840g											
N0.HOG0000154	OG0000035	n39													KAFR0C04240						NCAS0J01740	
N0.HOG0000155	OG0000035	n19		NDAI0I01760							ZYRO0G20504g										NCAS0D03150	
N0.HOG0000156	OG0000035	n21		NDAI0G01600, NDAI0D00600, NDAI0H02960			TBLA0E05040, TBLA0G01120, TBLA0G00960, TBLA0F00680, TBLA0B10110		TPHA0H00110			Kpol_2000.109, Kpol_1057.23, Kpol_449.4, Kpol_400.9			KAFR0C03670, KAFR0F03890, KAFR0J00220, KAFR0D04230						NCAS0F04070, NCAS0A03110	
N0.HOG0000157	OG0000036	n1	YNL270C, YEL063C	NDAI0F04200, NDAI0A00610	Smik_14.67, Smik_5.24	Skud_14.70, Skud_5.26	TBLA0A05450	Suva_14.73, Suva_5.4	TPHA0B04480	TDEL0C06180	ZYRO0F16654g	Kpol_2000.65	Ecym_1087	CAGL0J08184g	KAFR0D00700	AFR668W	KNAG0C05920, KNAG0C00790	KLLA0C02343g	KLTH0F02398g	SAKL0C02640g, SAKL0C02662g, SAKL0C02684g	NCAS0A00600, NCAS0B08570	Kwal_33.13401
N0.HOG0000158	OG0000036	n29	YNL268W	NDAI0F04190	Smik_14.68	Skud_14.71	TBLA0A05460	Suva_14.75	TPHA0B04470	TDEL0C06170	ZYRO0F16632g	Kpol_2000.64	Ecym_1088	CAGL0J08162g	KAFR0D03940	AFR667C	KNAG0F00480	KLLA0C02365g	KLTH0F02420g	SAKL0C02728g	NCAS0A00610	Kwal_33.13411
N0.HOG0000159	OG0000037	n0									ZYRO0D06204g									SAKL0A00572g, SAKL0H16060g		
N0.HOG0000160	OG0000037	n3														AGR049W						
N0.HOG0000161	OG0000037	n42	YCR089W		Smik_3.187	Skud_3.161, Skud_3.163		Suva_3.125														
N0.HOG0000162	OG0000037	n5		NDAI0I00230										CAGL0M11726g			KNAG0I02690		KLTH0A07370g		NCAS0D04730	Kwal_23.6441
N0.HOG0000163	OG0000037	n11												CAGL0L06424g			KNAG0G02290, KNAG0I01000					
N0.HOG0000164	OG0000037	n36			Smik_19.14	Skud_18.1, Skud_6.146		Suva_1.1, Suva_12.3				Kpol_543.54										
N0.HOG0000165	OG0000037	n15	Scer_YGOB_YDR134C, YDR134C, YLR110C	NDAI0G02720	Smik_4.379, Smik_12.170	Skud_4.394, Skud_12.178	TBLA0D03920	Suva_5.263, Suva_10.200, Suva_2.296	TPHA0A01640	TDEL0F04280			Ecym_4269		KAFR0B02970, KAFR0B05625			KLLA0F20031g	KLTH0G12760g		NCAS0C03390	Kwal_56.23626
N0.HOG0000166	OG0000037	n35		NDAI0J01140			TBLA0H01340															
N0.HOG0000167	OG0000038	n0		NDAI0G00400	Smik_124.1, Smik_12.313, Smik_12.314, Smik_3.59, Smik_31.1, Smik_1.82, Smik_12.38, Smik_118.1	Skud_57.1, Skud_57.2, Skud_62.1, Skud_57.3, Skud_12.513, Skud_65.1, Skud_63.2, Skud_63.1	TBLA0D02690	Suva_5.266, Suva_4.242, Suva_6.194, Suva_5.265, Suva_6.193	TPHA0O01190, TPHA0I00530, TPHA0B03640, TPHA0I02520, TPHA0P01400, TPHA0I00520, TPHA0A04050, TPHA0B03635, TPHA0B03645, TPHA0O01170, TPHA0L01530, TPHA0O01180, TPHA0G01020, TPHA0K02100, TPHA0C01870			Kpol_489.22, Kpol_423.17, Kpol_440.15, Kpol_1046.15, Kpol_1059.43, Kpol_414.5, Kpol_322.9, Kpol_1026.3, Kpol_1061.17					KNAG0M01680					
N0.HOG0000168	OG0000039	n0	YCR102C, YLR460C, YNL134C	NDAI0I00540, NDAI0F02960	Smik_12.559, Smik_14.193	Skud_77.1, Skud_5.20, Skud_14.197	TBLA0D01770, TBLA0B08410, TBLA0I02830, TBLA0D05550	Suva_8.1, Suva_9.10, Suva_7.4, Suva_7.5, Suva_14.204	TPHA0P01830, TPHA0B00170		ZYRO0G05984g	Kpol_381.6, Kpol_449.6, Kpol_505.25	Ecym_6369	CAGL0K09702g, CAGL0K02629g	KAFR0B00110, KAFR0B07060, KAFR0J02220, KAFR0J02230, KAFR0J02470, KAFR0J02240	AFR066C	KNAG0I02260, KNAG0I02490, KNAG0I02270	KLLA0F24464g	KLTH0B05610g	SAKL0E11396g, SAKL0E11418g	NCAS0D04400, NCAS0G01650, NCAS0E02220, NCAS0G02320	Kwal_33.14694
N0.HOG0000169	OG0000040	n1	YDR178W, YLR164W	NDAI0A01150	Smik_4.426, Smik_12.226	Skud_4.442, Skud_12.231	TBLA0H01000	Suva_2.344, Suva_10.261	TPHA0C02440	TDEL0F05010	ZYRO0C03828g	Kpol_1024.21	Ecym_4190	CAGL0F05863g	KAFR0B06070, KAFR0H02020	AGL137W	KNAG0A04800, KNAG0A02750	KLLA0D18117g	KLTH0F08932g	SAKL0H14146g	NCAS0B03140	Kwal_23.3343
N0.HOG0000170	OG0000040	n26	YOR297C	NDAI0E00660	Smik_15.478	Skud_15.463	TBLA0D00870	Suva_8.346	TPHA0I00740	TDEL0B03430	ZYRO0C01056g	Kpol_1030.24	Ecym_1467	CAGL0A03784g	KAFR0D01450	AFR523C	KNAG0G03070	KLLA0F25080g	KLTH0E04180g	SAKL0B05280g	NCAS0B00750	Kwal_55.20296
